,index,Date,Max Dry Bulb Temperature (F),Min Dry Bulb Temperature (F),Mean Dry Bulb Temperature (F),Total Dry Bulb Temperature (F),Max Wind Speed,Min Wind Speed,Mean Wind Speed,Total Wind Speed,Max Relative Humidity,Min Relative Humidity,Mean Relative Humidity,Total Relative Humidity,Max Snow Depth,Min Snow Depth,Mean Snow Depth,Total Snow Depth,Max Liquid Precipitation Depth,Min Liquid Precipitation Depth,Mean Liquid Precipitation Depth,Total Liquid Precipitation Depth,Max Liquid Precipitation Rate,Min Liquid Precipitation Rate,Mean Liquid Precipitation Rate,Total Liquid Precipitation Rate
124,2976,05/05,71.96000000000001,71.96000000000001,61.512499999999996,1476.3,4.1,4.1,2.345833333333333,56.3,92,92,71.83333333333333,1724,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,3000,05/06,66.2,66.2,61.19,1468.56,5.1,5.1,2.970833333333333,71.3,96,96,91.33333333333333,2192,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,3024,05/07,69.44,69.44,64.96249999999999,1559.0999999999997,9.3,9.3,4.954166666666667,118.89999999999999,93,93,90.66666666666667,2176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,3048,05/08,58.1,58.1,53.97499999999999,1295.3999999999996,4.1,4.1,2.1458333333333335,51.50000000000001,93,93,81.29166666666667,1951,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,3072,05/09,62.78,62.78,54.8375,1316.1,7.7,7.7,4.987500000000001,119.70000000000002,91,91,71.91666666666667,1726,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,3096,05/10,65.12,65.12,58.362500000000004,1400.7,4.6,4.6,3.1250000000000004,75.00000000000001,78,78,55.166666666666664,1324,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,3120,05/11,77.0,77.0,65.885,1581.2400000000002,4.1,4.1,1.5874999999999997,38.099999999999994,70,70,56.125,1347,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,3144,05/12,68.53999999999999,68.53999999999999,65.45750000000001,1570.9800000000002,6.2,6.2,4.1375,99.3,95,95,71.20833333333333,1709,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,3168,05/13,63.68000000000001,63.68000000000001,60.73249999999999,1457.5799999999997,5.7,5.7,4.075,97.8,96,96,93.83333333333333,2252,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,3192,05/14,60.8,60.8,58.0925,1394.22,6.2,6.2,2.8625000000000003,68.7,95,95,88.25,2118,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,3216,05/15,68.18,68.18,61.29499999999999,1471.0799999999997,4.6,4.6,2.5500000000000003,61.2,95,95,87.75,2106,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,3240,05/16,66.56,66.56,60.7175,1457.22,7.2,7.2,4.4375,106.5,96,96,71.0,1704,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,3264,05/17,62.06,62.06,58.557500000000005,1405.38,9.3,9.3,5.641666666666666,135.39999999999998,87,87,71.29166666666667,1711,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,3288,05/18,68.0,68.0,61.14500000000001,1467.4800000000002,4.6,4.6,3.3000000000000003,79.2,87,87,70.54166666666667,1693,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,3312,05/19,62.96,62.96,58.57249999999999,1405.7399999999998,5.7,5.7,3.216666666666667,77.2,92,92,77.79166666666667,1867,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,3336,05/20,63.5,63.5,57.51499999999999,1380.36,3.6,3.6,1.9041666666666666,45.699999999999996,82,82,64.625,1551,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,3360,05/21,64.58000000000001,64.58000000000001,59.45750000000001,1426.9800000000002,6.7,6.7,2.4958333333333336,59.900000000000006,84,84,66.25,1590,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,3384,05/22,64.75999999999999,64.75999999999999,58.16,1395.84,5.7,5.7,2.983333333333334,71.60000000000001,89,89,71.70833333333333,1721,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3408,05/23,64.94,64.94,57.85249999999999,1388.4599999999998,4.6,4.6,2.954166666666667,70.9,95,95,74.45833333333333,1787,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3432,05/24,69.44,69.44,58.01750000000001,1392.4200000000003,3.6,3.6,1.9041666666666668,45.7,90,90,72.58333333333333,1742,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,3456,05/25,65.66,65.66,58.96999999999999,1415.2799999999997,5.7,5.7,2.950000000000001,70.80000000000003,84,84,72.625,1743,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,3480,05/26,71.96000000000001,71.96000000000001,64.61,1550.64,3.6,3.6,1.8833333333333335,45.2,83,83,58.75,1410,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,3504,05/27,74.12,74.12,65.69,1576.56,5.1,5.1,1.7833333333333334,42.800000000000004,79,79,61.958333333333336,1487,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3528,05/28,68.18,68.18,63.55250000000001,1525.2600000000002,3.1,3.1,2.2416666666666663,53.79999999999999,93,93,75.125,1803,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,3552,05/29,64.03999999999999,64.03999999999999,61.182500000000005,1468.38,3.6,3.6,2.033333333333333,48.8,94,94,86.04166666666667,2065,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,3576,05/30,64.75999999999999,64.75999999999999,60.957499999999975,1462.9799999999993,7.7,7.7,4.320833333333334,103.70000000000002,94,94,81.95833333333333,1967,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3600,05/31,73.22,73.22,64.4225,1546.14,6.7,6.7,3.5958333333333337,86.30000000000001,92,92,71.58333333333333,1718,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,3624,06/01,73.94,73.94,65.3825,1569.1799999999998,3.6,3.6,1.9458333333333335,46.7,99,99,73.375,1761,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,3648,06/02,77.36,77.36,69.10249999999999,1658.4599999999998,5.1,5.1,2.6291666666666664,63.099999999999994,86,86,65.58333333333333,1574,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,3672,06/03,77.9,77.9,69.3125,1663.5,3.1,3.1,2.0291666666666672,48.70000000000001,90,90,66.95833333333333,1607,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,3696,06/04,78.62,78.62,70.55,1693.2,4.1,4.1,2.308333333333334,55.40000000000001,86,86,65.45833333333333,1571,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,3720,06/05,71.24000000000001,71.24000000000001,65.4575,1570.9799999999998,5.7,5.7,3.2333333333333325,77.59999999999998,93,93,82.41666666666667,1978,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,3744,06/06,72.14,72.14,66.70250000000001,1600.8600000000004,7.2,7.2,4.291666666666667,103.00000000000001,90,90,63.416666666666664,1522,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,3768,06/07,73.4,73.4,65.92250000000001,1582.1400000000003,5.7,5.7,3.945833333333333,94.69999999999999,88,88,53.458333333333336,1283,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,3792,06/08,72.68,72.68,65.5625,1573.5,7.2,7.2,5.1625000000000005,123.9,90,90,59.958333333333336,1439,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,3816,06/09,74.30000000000001,74.30000000000001,66.08000000000001,1585.9200000000003,4.1,4.1,2.6,62.400000000000006,91,91,67.33333333333333,1616,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,3840,06/10,73.58000000000001,73.58000000000001,66.49999999999999,1595.9999999999998,5.7,5.7,3.108333333333333,74.6,87,87,69.125,1659,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3864,06/11,76.82,76.82,67.6475,1623.54,7.2,7.2,3.379166666666666,81.09999999999998,90,90,69.95833333333333,1679,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,3888,06/12,65.12,65.12,62.92250000000001,1510.14,6.2,6.2,3.7208333333333328,89.29999999999998,96,96,90.33333333333333,2168,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,3912,06/13,69.25999999999999,69.25999999999999,64.0025,1536.06,5.7,5.7,3.974999999999999,95.39999999999998,95,95,84.0,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,3936,06/14,77.18,77.18,68.96750000000002,1655.2200000000003,5.7,5.7,4.666666666666666,111.99999999999999,92,92,78.95833333333333,1895,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3960,06/15,75.92,75.92,69.59750000000001,1670.3400000000004,3.6,3.6,1.8374999999999997,44.099999999999994,93,93,77.29166666666667,1855,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3984,06/16,81.5,81.5,70.84249999999999,1700.2199999999998,4.1,4.1,2.6166666666666663,62.79999999999999,93,93,69.66666666666667,1672,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,4008,06/17,80.06,80.06,71.67500000000001,1720.2000000000003,3.1,3.1,2.4125,57.900000000000006,88,88,65.66666666666667,1576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,4032,06/18,82.75999999999999,82.75999999999999,72.31249999999999,1735.4999999999998,3.6,3.6,2.3874999999999997,57.3,89,89,63.875,1533,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,4056,06/19,89.42,89.42,74.96750000000002,1799.2200000000003,4.6,4.6,2.4250000000000003,58.2,87,87,63.083333333333336,1514,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,4080,06/20,72.5,72.5,68.81000000000002,1651.4400000000003,8.7,8.7,4.791666666666667,115.0,96,96,79.79166666666667,1915,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,4104,06/21,78.25999999999999,78.25999999999999,70.67000000000002,1696.0800000000004,4.6,4.6,2.541666666666667,61.00000000000001,90,90,69.08333333333333,1658,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,4128,06/22,72.14,72.14,68.4725,1643.34,5.7,5.7,3.2874999999999996,78.89999999999999,95,95,87.125,2091,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,4152,06/23,75.02,75.02,68.945,1654.6799999999998,4.6,4.6,2.7499999999999996,65.99999999999999,96,96,84.375,2025,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,4176,06/24,75.74000000000001,75.74000000000001,70.13,1683.12,3.6,3.6,2.108333333333334,50.600000000000016,96,96,83.16666666666667,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,4200,06/25,78.98,78.98,70.85750000000003,1700.5800000000006,5.7,5.7,3.283333333333333,78.8,93,93,80.79166666666667,1939,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,4224,06/26,80.06,80.06,72.00499999999998,1728.1199999999997,4.6,4.6,2.7208333333333337,65.30000000000001,93,93,77.91666666666667,1870,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,4248,06/27,74.48,74.48,70.48249999999999,1691.5799999999997,3.6,3.6,2.5124999999999997,60.29999999999999,95,95,82.58333333333333,1982,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,4272,06/28,76.64,76.64,71.06750000000004,1705.6200000000008,3.6,3.6,1.9375000000000002,46.50000000000001,93,93,78.95833333333333,1895,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,4296,06/29,72.14,72.14,70.145,1683.48,3.6,3.6,2.3333333333333335,56.00000000000001,96,96,84.20833333333333,2021,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,4320,06/30,80.06,80.06,73.4225,1762.14,3.1,3.1,2.0416666666666665,49.0,94,94,76.375,1833,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,4344,07/01,79.52,79.52,70.14500000000002,1683.4800000000005,3.1,3.1,1.7958333333333334,43.1,93,93,86.20833333333333,2069,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,4368,07/02,74.66,74.66,69.60500000000002,1670.5200000000004,2.1,2.1,1.1375,27.299999999999997,92,92,83.875,2013,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,4392,07/03,76.28,76.28,70.22749999999999,1685.4599999999998,4.1,4.1,1.5541666666666671,37.30000000000001,92,92,82.5,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,4416,07/04,75.92,75.92,69.44749999999999,1666.7399999999998,3.6,3.6,2.0541666666666667,49.300000000000004,88,88,79.625,1911,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,4440,07/05,77.36,77.36,70.5425,1693.02,3.6,3.6,1.8708333333333333,44.9,92,92,82.54166666666667,1981,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,4464,07/06,77.72,77.72,72.0425,1729.02,3.1,3.1,1.9666666666666668,47.2,91,91,81.79166666666667,1963,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,4488,07/07,82.75999999999999,82.75999999999999,74.66000000000001,1791.8400000000004,3.1,3.1,1.4291666666666665,34.3,92,92,75.625,1815,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,4512,07/08,74.12,74.12,71.135,1707.2400000000002,6.7,6.7,2.9291666666666667,70.3,92,92,85.54166666666667,2053,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,4536,07/09,72.68,72.68,72.0125,1728.3000000000002,6.7,6.7,4.937499999999999,118.49999999999997,96,96,92.70833333333333,2225,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,4560,07/10,73.58000000000001,73.58000000000001,71.96000000000001,1727.0400000000002,5.1,5.1,2.9625,71.1,95,95,92.58333333333333,2222,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,4584,07/11,77.9,77.9,74.945,1798.6799999999998,3.1,3.1,1.966666666666667,47.20000000000001,95,95,91.375,2193,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,4608,07/12,78.44,78.44,76.9175,1846.02,6.2,6.2,3.945833333333333,94.69999999999999,96,96,90.95833333333333,2183,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,4632,07/13,75.92,75.92,73.21249999999999,1757.0999999999997,5.7,5.7,4.229166666666666,101.49999999999999,99,99,96.41666666666667,2314,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,4656,07/14,80.06,80.06,74.915,1797.96,2.6,2.6,2.0875000000000004,50.10000000000001,98,98,94.33333333333333,2264,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,4680,07/15,79.34,79.34,76.12249999999999,1826.9399999999998,4.6,4.6,3.433333333333333,82.39999999999999,98,98,93.33333333333333,2240,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,4704,07/16,76.28,76.28,72.83750000000002,1748.1000000000004,5.1,5.1,3.737499999999999,89.69999999999997,98,98,90.125,2163,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,4728,07/17,81.86,81.86,74.3525,1784.46,3.6,3.6,1.9458333333333335,46.7,93,93,80.75,1938,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,4752,07/18,78.62,78.62,73.5275,1764.66,3.1,3.1,1.566666666666667,37.60000000000001,89,89,76.20833333333333,1829,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,4776,07/19,72.32,72.32,67.45250000000001,1618.8600000000004,3.6,3.6,2.2083333333333335,53.0,97,97,94.33333333333333,2264,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,4800,07/20,69.44,69.44,67.46,1619.04,3.1,3.1,1.7666666666666668,42.400000000000006,99,99,92.5,2220,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,4824,07/21,79.7,79.7,72.89,1749.3600000000001,3.1,3.1,1.4125000000000003,33.900000000000006,93,93,81.58333333333333,1958,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,4848,07/22,84.38,84.38,76.93249999999999,1846.3799999999999,3.1,3.1,0.8041666666666666,19.299999999999997,96,96,83.70833333333333,2009,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,4872,07/23,90.86000000000001,90.86000000000001,82.97000000000001,1991.2800000000002,2.6,2.6,1.3875,33.3,96,96,85.79166666666667,2059,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,4896,07/24,80.78,80.78,77.1425,1851.4199999999998,4.6,4.6,2.6416666666666666,63.4,94,94,83.45833333333333,2003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,4920,07/25,84.2,84.2,79.3025,1903.26,4.1,4.1,2.7375000000000003,65.7,96,96,86.70833333333333,2081,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,4944,07/26,86.53999999999999,86.53999999999999,81.25249999999998,1950.0599999999997,5.1,5.1,3.8499999999999996,92.39999999999999,88,88,79.41666666666667,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,4968,07/27,82.4,82.4,78.71,1889.0399999999997,5.7,5.7,3.5291666666666655,84.69999999999997,96,96,87.20833333333333,2093,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,4992,07/28,85.82,85.82,78.6725,1888.1399999999999,4.6,4.6,2.2625000000000006,54.30000000000001,98,98,85.70833333333333,2057,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,5016,07/29,82.4,82.4,77.36749999999999,1856.82,4.6,4.6,2.6375000000000006,63.30000000000001,98,98,84.75,2034,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,5040,07/30,83.30000000000001,83.30000000000001,79.2725,1902.5399999999997,4.6,4.6,3.116666666666666,74.79999999999998,91,91,84.91666666666667,2038,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,5064,07/31,84.38,84.38,79.97,1919.28,4.6,4.6,4.266666666666666,102.39999999999998,91,91,88.33333333333333,2120,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,5088,08/01,87.08000000000001,87.08000000000001,80.12750000000001,1923.0600000000002,5.1,5.1,3.5749999999999993,85.79999999999998,85,85,65.04166666666667,1561,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,5112,08/02,79.88,79.88,74.43499999999999,1786.4399999999998,3.6,3.6,2.904166666666667,69.7,90,90,77.125,1851,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,5136,08/03,82.03999999999999,82.03999999999999,77.1125,1850.7,4.6,4.6,2.2875000000000005,54.90000000000001,95,95,83.91666666666667,2014,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,5160,08/04,85.1,85.1,78.5675,1885.62,5.1,5.1,2.720833333333333,65.3,95,95,81.75,1962,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,5184,08/05,83.48,83.48,78.19250000000001,1876.6200000000003,7.7,7.7,3.970833333333333,95.3,96,96,90.375,2169,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,5208,08/06,82.4,82.4,78.94250000000001,1894.6200000000001,6.7,6.7,5.224999999999999,125.39999999999996,95,95,91.33333333333333,2192,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,5232,08/07,85.1,85.1,80.53250000000001,1932.7800000000002,5.7,5.7,3.4875000000000007,83.70000000000002,96,96,84.625,2031,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,5256,08/08,88.16,88.16,81.69500000000001,1960.68,4.6,4.6,2.608333333333333,62.599999999999994,95,95,80.375,1929,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,5280,08/09,87.80000000000001,87.80000000000001,80.86999999999999,1940.8799999999999,7.7,7.7,2.8041666666666667,67.3,95,95,81.75,1962,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,5304,08/10,87.80000000000001,87.80000000000001,80.36,1928.6399999999999,3.6,3.6,2.1458333333333335,51.5,94,94,81.33333333333333,1952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,5328,08/11,90.32,90.32,82.2275,1973.4600000000003,9.8,9.8,3.1249999999999996,74.99999999999999,96,96,80.91666666666667,1942,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,5352,08/12,88.16,88.16,80.89250000000001,1941.4200000000003,4.6,4.6,3.6,86.4,91,91,76.375,1833,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,5376,08/13,80.24000000000001,80.24000000000001,77.21750000000002,1853.2200000000003,6.7,6.7,5.650000000000001,135.60000000000002,96,96,82.79166666666667,1987,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,5400,08/14,77.0,77.0,76.15999999999998,1827.8399999999997,11.8,11.8,8.65,207.60000000000002,98,98,94.95833333333333,2279,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,5424,08/15,76.64,76.64,75.29,1806.96,11.8,11.8,7.4624999999999995,179.1,96,96,94.70833333333333,2273,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,5448,08/16,79.52,79.52,76.2275,1829.46,5.7,5.7,2.9375,70.5,96,96,94.375,2265,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,5472,08/17,83.66,83.66,78.09500000000001,1874.2800000000004,4.1,4.1,2.2791666666666672,54.70000000000001,95,95,87.20833333333333,2093,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,5496,08/18,84.02,84.02,77.855,1868.52,3.1,3.1,2.0333333333333337,48.800000000000004,95,95,82.20833333333333,1973,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,5520,08/19,80.96000000000001,80.96000000000001,77.4275,1858.2599999999998,5.1,5.1,3.762499999999999,90.29999999999997,94,94,90.79166666666667,2179,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,5544,08/20,81.5,81.5,76.895,1845.48,4.6,4.6,2.4291666666666667,58.3,95,95,90.54166666666667,2173,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,5568,08/21,80.96000000000001,80.96000000000001,74.80250000000001,1795.2600000000002,5.1,5.1,3.2208333333333337,77.30000000000001,96,96,75.5,1812,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,5592,08/22,81.68,81.68,75.6275,1815.06,3.6,3.6,2.4499999999999997,58.8,88,88,77.33333333333333,1856,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,5616,08/23,80.42,80.42,75.23,1805.52,4.6,4.6,2.9166666666666665,70.0,94,94,81.54166666666667,1957,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,5640,08/24,84.74000000000001,84.74000000000001,76.29499999999999,1831.0799999999997,6.2,6.2,3.1583333333333328,75.79999999999998,93,93,70.58333333333333,1694,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,5664,08/25,71.42,71.42,69.47000000000001,1667.2800000000002,7.7,7.7,5.908333333333334,141.8,96,96,93.79166666666667,2251,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,5688,08/26,81.68,81.68,76.33999999999999,1832.1599999999999,7.2,7.2,3.2708333333333335,78.5,96,96,86.875,2085,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,5712,08/27,76.28,76.28,73.03250000000001,1752.7800000000002,7.7,7.7,4.9125000000000005,117.9,94,94,87.58333333333333,2102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,5736,08/28,74.48,74.48,72.24499999999999,1733.8799999999999,9.3,9.3,6.254166666666669,150.10000000000005,84,84,77.16666666666667,1852,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,5760,08/29,78.98,78.98,73.98499999999999,1775.6399999999996,6.2,6.2,4.925000000000002,118.20000000000003,96,96,81.95833333333333,1967,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,5784,08/30,80.06,80.06,74.1575,1779.78,3.6,3.6,2.2416666666666667,53.800000000000004,95,95,72.54166666666667,1741,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,5808,08/31,80.06,80.06,75.02750000000002,1800.6600000000003,3.6,3.6,2.1374999999999997,51.3,91,91,77.16666666666667,1852,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,5832,09/01,80.96000000000001,80.96000000000001,74.77999999999999,1794.7199999999998,4.6,4.6,2.0541666666666667,49.3,92,92,79.79166666666667,1915,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,5856,09/02,82.58000000000001,82.58000000000001,74.7275,1793.4600000000003,3.6,3.6,2.0166666666666666,48.4,91,91,78.41666666666667,1882,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,5880,09/03,74.66,74.66,72.1475,1731.5399999999997,2.6,2.6,1.5666666666666667,37.6,91,91,84.54166666666667,2029,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,5904,09/04,74.84,74.84,71.075,1705.8,4.6,4.6,2.720833333333333,65.3,98,98,89.41666666666667,2146,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,5928,09/05,73.03999999999999,73.03999999999999,72.2,1732.8000000000002,7.7,7.7,3.8541666666666665,92.5,98,98,92.5,2220,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
